entity	relation	tag
484	film.actor.film	7939
3401	people.deceased_person.place_of_death	4869
2902	taggedAs	9382
2049	taggedAs	10188
453	taggedAs	13692
1760	taggedAs	9543
2353	taggedAs	9451
3795	film.actor.film	6532
3738	cvg.publisher.games_published	8814
191	taggedAs	16616
500	taggedAs	9555
1181	taggedAs	9445
567	film.person_or_entity_appearing_in_film.film	8571
206	film.person_or_entity_appearing_in_film.film	7334
3598	film.person_or_entity_appearing_in_film.film	5483
55	taggedAs	9445
1728	taggedAs	9379
1172	taggedAs	9546
2842	taggedAs	9467
2010	film.person_or_entity_appearing_in_film.film	7503
1783	taggedAs	9494
110	taggedAs	10145
304	film.person_or_entity_appearing_in_film.film	6943
254	taggedAs	9437
1092	taggedAs	9445
2893	film.actor.film	7931
2943	taggedAs	17862
3350	taggedAs	10991
1625	film.actor.film	4016
3306	taggedAs	10583
166	taggedAs	9447
32	taggedAs	9559
2133	taggedAs	9437
674	taggedAs	9548
1310	film.actor.film	7526
254	taggedAs	9388
1679	music.artist.origin	8939
795	film.actor.film	3931
1051	people.person.place_of_birth	3888
47	taggedAs	21393
199	taggedAs	9542
3164	music.artist.origin	5662
569	music.artist.origin	6509
210	taggedAs	9549
2070	film.actor.film	8735
1589	music.artist.origin	4013
3564	taggedAs	9574
2705	taggedAs	15992
81	taggedAs	12549
365	taggedAs	9672
1415	taggedAs	9498
252	taggedAs	10404
3133	film.person_or_entity_appearing_in_film.film	4865
1066	taggedAs	11330
3821	film.actor.film	7894
2491	taggedAs	9545
2833	film.person_or_entity_appearing_in_film.film	4494
2739	taggedAs	9613
2603	film.person_or_entity_appearing_in_film.film	7490
2066	taggedAs	18791
2867	film.person_or_entity_appearing_in_film.film	7147
3599	film.actor.film	6118
315	taggedAs	9423
844	taggedAs	9466
3542	taggedAs	9711
242	taggedAs	9543
2260	taggedAs	9685
537	tv.program.genre	4255
2080	film.actor.film	7436
457	taggedAs	19183
1069	taggedAs	10721
271	taggedAs	9863
437	film.actor.film	6102
1719	film.actor.film	6458
646	film.actor.film	4288
1464	film.person_or_entity_appearing_in_film.film	7797
1700	taggedAs	9929
890	taggedAs	9442
1801	taggedAs	9451
2018	taggedAs	9467
2980	taggedAs	9388
3215	film.film.rating	7328
534	film.actor.film	3991
1356	taggedAs	9857
905	taggedAs	12537
1936	film.actor.film	4841
2524	taggedAs	9788
2493	taggedAs	14650
3105	taggedAs	9440
673	film.actor.film	5867
1772	film.actor.film	6927
382	taggedAs	9989
306	taggedAs	9753
2241	film.production_company.film	4030
651	taggedAs	10212
654	taggedAs	9446
2963	taggedAs	9809
3321	film.actor.film	8806
1223	taggedAs	9397
785	taggedAs	10193
1975	taggedAs	9455
2690	people.person.place_of_birth	7262
3049	film.actor.film	3996
2241	film.distributor.film	7036
26	taggedAs	10265
1070	taggedAs	9388
74	film.person_or_entity_appearing_in_film.film	6157
705	taggedAs	9451
670	taggedAs	19594
3650	film.actor.film	8604
1464	film.person_or_entity_appearing_in_film.film	7291
105	taggedAs	13894
3569	film.person_or_entity_appearing_in_film.film	6296
167	music.artist.origin	4896
473	people.deceased_person.place_of_death	4362
1711	taggedAs	9456
68	taggedAs	11098
1157	film.person_or_entity_appearing_in_film.film	6854
1781	taggedAs	9494
2976	taggedAs	9972
2241	film.production_company.film	4733
1584	people.person.place_of_birth	4057
878	music.artist.origin	8101
3539	taggedAs	9397
1187	taggedAs	9651
1695	taggedAs	9403
3390	film.person_or_entity_appearing_in_film.film	6014
2557	taggedAs	9385
1885	film.person_or_entity_appearing_in_film.film	4228
2419	people.person.place_of_birth	4347
2983	film.actor.film	5576
798	taggedAs	9574
1086	taggedAs	16617
1322	taggedAs	11275
1204	film.actor.film	9027
1092	film.person_or_entity_appearing_in_film.film	5310
1806	film.actor.film	4039
1154	film.actor.film	7256
2597	film.actor.film	4132
306	taggedAs	9389
418	taggedAs	9386
655	taggedAs	19004
136	taggedAs	9872
2660	taggedAs	9396
1279	people.person.place_of_birth	3947
1059	film.person_or_entity_appearing_in_film.film	4474
67	film.person_or_entity_appearing_in_film.film	8168
564	music.artist.origin	5845
3293	music.artist.origin	5845
418	taggedAs	9580
386	film.actor.film	6064
1187	taggedAs	9718
2465	taggedAs	9574
1067	taggedAs	9770
2984	taggedAs	9656
3484	taggedAs	9382
1455	taggedAs	9972
2338	film.actor.film	5495
672	taggedAs	10751
1726	film.person_or_entity_appearing_in_film.film	5162
276	taggedAs	9710
1725	taggedAs	9989
1840	taggedAs	9447
1107	taggedAs	9388
96	taggedAs	9486
1473	film.actor.film	4661
3321	film.person_or_entity_appearing_in_film.film	7663
1330	music.artist.origin	4057
3390	film.person_or_entity_appearing_in_film.film	8256
1122	taggedAs	10088
1015	taggedAs	13653
512	taggedAs	15526
2241	film.distributor.film	7919
206	film.person_or_entity_appearing_in_film.film	4106
836	taggedAs	9750
3738	cvg.publisher.games_published	4243
2938	film.person_or_entity_appearing_in_film.film	4421
594	music.artist.album	4523
1764	film.person_or_entity_appearing_in_film.film	6887
1806	film.person_or_entity_appearing_in_film.film	6611
857	taggedAs	9494
45	taggedAs	9443
1962	film.person_or_entity_appearing_in_film.film	7059
356	taggedAs	10637
147	film.person_or_entity_appearing_in_film.film	7928
1806	film.person_or_entity_appearing_in_film.film	5918
67	taggedAs	9651
527	film.actor.film	6197
119	taggedAs	15182
1834	taggedAs	9639
582	taggedAs	9408
837	people.person.place_of_birth	4310
799	taggedAs	9559
3614	taggedAs	17861
410	film.person_or_entity_appearing_in_film.film	4051
2418	music.musician.instruments_played	3959
372	taggedAs	9403
200	taggedAs	9673
235	taggedAs	9445
356	taggedAs	9438
1485	taggedAs	9397
3279	film.producer.film	4682
1889	taggedAs	9847
3843	taggedAs	9385
1228	taggedAs	9466
236	taggedAs	21629
11	taggedAs	9425
1008	music.artist.origin	5213
466	film.person_or_entity_appearing_in_film.film	6409
997	film.person_or_entity_appearing_in_film.film	8635
2241	film.production_company.film	6033
60	taggedAs	10856
1362	taggedAs	18092
2507	taggedAs	20055
854	taggedAs	9426
75	taggedAs	10070
84	film.person_or_entity_appearing_in_film.film	7368
205	taggedAs	9567
66	taggedAs	10188
996	taggedAs	9365
547	people.person.place_of_birth	9031
223	taggedAs	15992
2367	taggedAs	9938
790	taggedAs	12901
2588	music.musician.instruments_played	5367
866	taggedAs	9660
2568	taggedAs	10811
257	taggedAs	10322
879	film.person_or_entity_appearing_in_film.film	8368
1505	film.person_or_entity_appearing_in_film.film	6804
2976	taggedAs	9602
946	taggedAs	9443
320	taggedAs	13016
1648	taggedAs	10355
3345	taggedAs	9554
1239	taggedAs	9437
3655	taggedAs	9382
293	taggedAs	14261
542	taggedAs	12172
3517	music.artist.origin	4931
959	award.competitor.award_nominations	8163
3738	games.publisher.games_published	8645
104	taggedAs	11275
791	taggedAs	12900
2913	film.person_or_entity_appearing_in_film.film	8705
1438	taggedAs	9491
2804	taggedAs	17229
252	taggedAs	9473
568	taggedAs	9439
2931	taggedAs	9379
161	taggedAs	9445
730	taggedAs	9411
1064	taggedAs	11332
3279	film.actor.film	6455
3211	film.person_or_entity_appearing_in_film.film	5767
1482	taggedAs	9397
1256	taggedAs	9545
940	taggedAs	11223
157	taggedAs	9389
1266	taggedAs	9498
1804	taggedAs	9757
592	taggedAs	9466
970	taggedAs	9365
1458	film.actor.film	8869
3241	taggedAs	9574
895	film.actor.film	4545
2195	music.artist.origin	3864
1767	film.actor.film	8950
2460	film.person_or_entity_appearing_in_film.film	5028
52	event.agent.performance	4099
2147	film.person_or_entity_appearing_in_film.film	5981
3317	film.actor.film	8291
2125	film.person_or_entity_appearing_in_film.film	3900
459	taggedAs	9377
2161	film.actor.film	3957
202	taggedAs	10195
3255	taggedAs	9749
2082	taggedAs	9552
1971	taggedAs	11889
459	people.person.place_of_birth	4479
165	taggedAs	11608
887	taggedAs	11099
1604	taggedAs	9425
1754	taggedAs	9656
1540	film.actor.film	8401
338	taggedAs	9403
1310	taggedAs	9602
1026	taggedAs	9466
2241	film.production_company.film	8936
1395	taggedAs	9445
3124	music.artist.origin	4150
3738	games.publisher.games_published	5178
1105	taggedAs	9788
2241	film.production_company.film	6003
645	film.person_or_entity_appearing_in_film.film	7247
418	taggedAs	9466
1474	film.person_or_entity_appearing_in_film.film	5349
3245	taggedAs	9498
1157	film.actor.film	8589
320	taggedAs	13015
381	taggedAs	9388
36	taggedAs	21242
1493	taggedAs	9438
1660	taggedAs	10195
1888	film.actor.film	8077
39	taggedAs	9443
259	taggedAs	9555
493	taggedAs	9547
3788	film.person_or_entity_appearing_in_film.film	6511
2206	film.writer.film	4742
135	taggedAs	9466
2096	taggedAs	17868
2311	film.person_or_entity_appearing_in_film.film	4230
296	taggedAs	16620
3073	taggedAs	9446
1479	film.person_or_entity_appearing_in_film.film	5562
720	taggedAs	9442
915	taggedAs	9670
1841	taggedAs	9484
864	taggedAs	11117
3709	taggedAs	10122
3539	taggedAs	21583
1760	taggedAs	9494
3723	taggedAs	10208
2038	taggedAs	9611
132	taggedAs	9469
2241	film.production_company.film	4687
2724	film.person_or_entity_appearing_in_film.film	4168
2272	taggedAs	12214
571	taggedAs	9571
803	taggedAs	9369
1030	taggedAs	10234
2476	taggedAs	9757
1308	taggedAs	12090
196	taggedAs	14308
1765	taggedAs	12148
288	taggedAs	9494
2637	film.film.genre	4410
190	taggedAs	14373
3245	taggedAs	9549
2737	film.person_or_entity_appearing_in_film.film	4549
2711	film.person_or_entity_appearing_in_film.film	5612
746	taggedAs	9378
1183	taggedAs	12871
2218	taggedAs	11507
70	film.person_or_entity_appearing_in_film.film	7138
52	taggedAs	10025
1969	taggedAs	10219
2578	music.artist.origin	4195
615	taggedAs	9660
2838	taggedAs	10451
267	taggedAs	9598
388	taggedAs	15846
282	taggedAs	10206
425	music.artist.origin	4057
1162	taggedAs	9501
1057	film.actor.film	8186
909	taggedAs	9491
106	taggedAs	9494
648	music.artist.origin	4272
3231	taggedAs	9875
2531	film.actor.film	5440
2938	taggedAs	10099
1077	taggedAs	9365
1594	music.artist.origin	4195
1046	taggedAs	10159
1006	taggedAs	10077
1994	music.artist.origin	4087
2632	taggedAs	9682
604	film.person_or_entity_appearing_in_film.film	4281
2241	film.production_company.film	7231
178	taggedAs	9551
360	taggedAs	9975
1205	taggedAs	9498
1678	taggedAs	9388
3093	taggedAs	9386
453	taggedAs	9728
2874	film.person_or_entity_appearing_in_film.film	4619
2249	taggedAs	9494
1711	film.person_or_entity_appearing_in_film.film	8091
3020	film.person_or_entity_appearing_in_film.film	6125
119	taggedAs	15526
1323	film.person_or_entity_appearing_in_film.film	4525
3834	taggedAs	9549
224	taggedAs	9491
1774	taggedAs	9388
1278	taggedAs	15467
1154	film.person_or_entity_appearing_in_film.film	5542
1554	taggedAs	9369
2048	taggedAs	9660
572	taggedAs	10088
2837	taggedAs	16617
3738	games.publisher.games_published	5428
2476	taggedAs	9445
1885	film.actor.film	7770
2935	music.musician.instruments_played	4349
252	taggedAs	9661
772	taggedAs	9473
3657	taggedAs	10438
769	taggedAs	9397
815	film.actor.film	7363
1278	award.competitor.awards_won	5188
668	film.actor.film	5743
584	film.actor.film	7701
958	people.person.place_of_birth	4927
1114	taggedAs	17756
3067	music.artist.origin	4057
3812	taggedAs	11118
445	taggedAs	9728
1249	film.person_or_entity_appearing_in_film.film	4464
949	music.artist.origin	5773
2460	film.actor.film	8210
3049	film.person_or_entity_appearing_in_film.film	6423
199	taggedAs	9443
1366	music.artist.origin	4057
948	film.actor.film	9262
1706	film.person_or_entity_appearing_in_film.film	5323
2631	taggedAs	9452
3682	taggedAs	10088
3498	film.person_or_entity_appearing_in_film.film	4726
343	taggedAs	9403
366	taggedAs	17666
2650	film.film.language	4076
128	film.actor.film	8435
2919	film.actor.film	6154
2493	film.person_or_entity_appearing_in_film.film	8759
1135	taggedAs	9545
1554	music.artist.origin	4391
3484	taggedAs	9548
109	taggedAs	9649
3412	film.film.genre	8432
863	taggedAs	9437
1260	taggedAs	10057
2711	film.person_or_entity_appearing_in_film.film	6042
3064	music.artist.origin	4057
2432	taggedAs	11004
47	taggedAs	9550
1047	taggedAs	10091
46	taggedAs	9751
3743	music.artist.origin	4456
45	taggedAs	19185
1605	taggedAs	9873
96	taggedAs	10188
275	taggedAs	9382
852	taggedAs	9403
28	taggedAs	9390
1045	taggedAs	9391
1854	taggedAs	9670
1154	film.actor.film	5031
66	taggedAs	9413
137	taggedAs	9494
2688	taggedAs	11275
1154	film.actor.film	6145
1418	taggedAs	9442
117	film.actor.film	4374
67	taggedAs	10066
2757	taggedAs	9382
2175	music.artist.origin	4376
147	taggedAs	10099
1577	taggedAs	12547
1930	taggedAs	9668
484	film.person_or_entity_appearing_in_film.film	5854
3723	taggedAs	10200
593	music.artist.origin	4391
2599	film.actor.film	7764
1174	taggedAs	10188
117	taggedAs	10005
2414	taggedAs	10666
844	people.person.place_of_birth	5662
523	taggedAs	9448
901	award.competitor.awards_won	8269
1351	film.actor.film	6257
36	taggedAs	9592
1494	taggedAs	11275
1338	taggedAs	9385
1187	taggedAs	9649
3295	film.actor.film	6096
934	taggedAs	9728
3184	taggedAs	9447
1660	taggedAs	10464
1497	film.actor.film	4328
617	taggedAs	16617
2728	taggedAs	9755
1211	award.competitor.award_nominations	7956
3738	cvg.publisher.games_published	6608
331	taggedAs	11118
2071	award.winner.awards_won	6886
2677	film.actor.film	5971
436	film.actor.film	4085
2487	film.actor.film	6790
366	film.person_or_entity_appearing_in_film.film	9217
799	taggedAs	17863
294	film.person_or_entity_appearing_in_film.film	7317
2678	film.person_or_entity_appearing_in_film.film	8070
546	taggedAs	18034
2107	film.actor.film	9254
1399	film.actor.film	5644
926	taggedAs	9577
118	music.album.genre	4449
3129	taggedAs	9545
1502	taggedAs	9540
1315	taggedAs	9597
1324	taggedAs	9551
3177	music.musician.instruments_played	5802
479	taggedAs	9384
1174	taggedAs	9377
1608	taggedAs	9553
140	taggedAs	9613
2070	film.actor.film	6333
267	taggedAs	9473
647	taggedAs	10212
2489	taggedAs	9639
1855	taggedAs	9498
2111	film.actor.film	5376
3785	music.artist.origin	3864
2517	taggedAs	9389
3054	film.person_or_entity_appearing_in_film.film	5356
2289	taggedAs	10592
257	taggedAs	9485
3598	film.actor.film	5483
2058	taggedAs	10299
1542	music.artist.origin	4167
897	taggedAs	9492
74	taggedAs	11710
584	film.actor.film	8076
2194	taggedAs	10261
1100	taggedAs	9555
407	film.actor.film	4762
374	taggedAs	9570
2622	film.person_or_entity_appearing_in_film.film	3912
1469	taggedAs	10005
36	taggedAs	9656
3314	taggedAs	9545
953	music.album.genre	7206
1877	film.person_or_entity_appearing_in_film.film	4793
867	taggedAs	10193
1349	film.actor.film	6593
627	taggedAs	9663
604	film.person_or_entity_appearing_in_film.film	6630
137	taggedAs	15183
3657	taggedAs	10099
3395	taggedAs	9379
3738	cvg.publisher.games_published	6641
2658	film.actor.film	4706
218	music.artist.origin	4455
20	taggedAs	9548
1715	taggedAs	9388
3048	film.actor.film	8587
2953	film.person_or_entity_appearing_in_film.film	8458
3738	games.publisher.games_published	8958
1845	taggedAs	9656
568	film.actor.film	8842
2242	film.person_or_entity_appearing_in_film.film	8530
2356	taggedAs	9382
1705	taggedAs	12924
2241	film.distributor.film	9315
675	taggedAs	9494
380	award.competitor.award_nominations	7666
2062	taggedAs	9485
2396	music.artist.origin	5270
1812	taggedAs	9656
1249	film.actor.film	4740
775	music.artist.origin	3972
243	taggedAs	9453
1956	taggedAs	9467
40	taggedAs	16340
70	taggedAs	9377
3390	film.person_or_entity_appearing_in_film.film	8485
133	award.nominee.award_nominations	8614
1131	taggedAs	9545
2863	taggedAs	9442
489	taggedAs	11889
901	taggedAs	17670
3145	taggedAs	9890
2241	film.distributor.film	4566
2778	taggedAs	10194
192	music.producer.tracks_produced	4440
1057	taggedAs	9875
2076	film.person_or_entity_appearing_in_film.film	8514
1370	film.film.editor	9110
2161	taggedAs	18837
714	taggedAs	11568
287	taggedAs	9909
1705	taggedAs	12923
126	taggedAs	9554
2241	film.production_company.film	6340
80	taggedAs	9598
735	taggedAs	9380
1391	taggedAs	9445
2229	taggedAs	9454
1702	taggedAs	11713
2730	taggedAs	9660
37	taggedAs	10188
916	film.person_or_entity_appearing_in_film.film	5234
78	taggedAs	11010
114	taggedAs	17416
284	taggedAs	9549
1273	taggedAs	9450
1814	film.film.language	4076
570	taggedAs	10687
406	taggedAs	17670
1026	taggedAs	9494
3109	taggedAs	10440
164	taggedAs	9431
1505	film.person_or_entity_appearing_in_film.film	7213
2145	people.person.place_of_birth	9239
1827	taggedAs	9438
777	film.actor.film	6342
2103	taggedAs	9660
2241	film.production_company.film	6818
306	taggedAs	12952
361	taggedAs	9491
190	taggedAs	9753
793	film.person_or_entity_appearing_in_film.film	6865
483	taggedAs	10190
1070	taggedAs	9403
2134	music.artist.origin	4183
133	taggedAs	19193
1579	taggedAs	12549
116	taggedAs	9573
115	taggedAs	12739
123	taggedAs	9602
3610	music.artist.origin	3947
1633	film.actor.film	8764
2422	taggedAs	9466
1154	film.person_or_entity_appearing_in_film.film	7569
260	taggedAs	10259
2636	film.actor.film	8811
163	taggedAs	9443
2361	taggedAs	9377
694	taggedAs	9670
36	taggedAs	11744
280	taggedAs	9540
151	taggedAs	9672
897	taggedAs	9611
38	taggedAs	9387
1681	taggedAs	10106
45	taggedAs	17667
522	taggedAs	9466
1821	taggedAs	9494
466	film.actor.film	8062
2012	taggedAs	9542
129	taggedAs	11636
1452	taggedAs	9403
3503	taggedAs	9445
3354	taggedAs	9443
426	taggedAs	11547
2658	film.person_or_entity_appearing_in_film.film	6191
2710	taggedAs	9670
1249	film.actor.film	8753
2241	film.production_company.film	5335
527	taggedAs	12540
1816	film.person_or_entity_appearing_in_film.film	6873
184	taggedAs	9845
3132	film.actor.film	6288
2867	film.person_or_entity_appearing_in_film.film	5381
2339	taggedAs	9382
2466	taggedAs	11610
534	taggedAs	9788
2586	taggedAs	9388
1367	taggedAs	20875
2528	film.person_or_entity_appearing_in_film.film	7880
2985	taggedAs	9382
2065	taggedAs	9382
2550	film.person_or_entity_appearing_in_film.film	5882
2476	taggedAs	9755
3738	games.publisher.games_published	8334
2241	film.distributor.film	5776
2241	film.distributor.film	6819
386	film.actor.film	4283
265	taggedAs	9563
782	taggedAs	9555
67	film.person_or_entity_appearing_in_film.film	9153
1263	taggedAs	9770
988	film.actor.film	8376
540	film.person_or_entity_appearing_in_film.film	3974
923	taggedAs	14650
2694	taggedAs	9378
482	music.artist.origin	4454
36	taggedAs	9396
201	taggedAs	9382
1998	film.actor.film	5056
2359	film.actor.film	4136
2741	music.artist.origin	3992
987	taggedAs	9557
776	film.actor.film	6928
337	taggedAs	9580
590	music.artist.origin	4077
2823	taggedAs	9491
1523	taggedAs	9796
2297	music.artist.origin	4232
3598	film.person_or_entity_appearing_in_film.film	9123
891	taggedAs	9760
84	film.actor.film	5733
